Interval #,Allocation Site,Resident Pages,Zero Pages,Dirty Pages,Clean Pages,Non-Zero Byte Count,Zero Byte Count,Total Uncompressed Resident Size,Total Uncompressed Dirty Size,Total Uncompressed Clean Size,Total Compressed Resident Size,Total Compressed Dirty Size,Total Compressed Clean Size
1,4CBC06,9,0,0,9,44.000000,244.000000,288.000000,0.000000,288.000000,134.000000,0.000000,134.000000
1,7F3D088518E1,1,0,1,0,94.000000,2.000000,96.000000,96.000000,0.000000,93.000000,93.000000,0.000000
1,4CBC87,24,0,0,24,197.000000,571.000000,768.000000,0.000000,768.000000,461.000000,0.000000,461.000000
2,4CC464,3,0,0,3,1257.000000,567.000000,1824.000000,0.000000,1824.000000,825.000000,0.000000,825.000000
2,4CBCB5,1,0,0,1,12.000000,20.000000,32.000000,0.000000,32.000000,25.000000,0.000000,25.000000
2,7F3D0882F2A4,5,2,0,5,74.000000,8278.000000,8352.000000,0.000000,160.000000,125.000000,0.000000,125.000000
2,7F3D0882EADC,20,2,0,20,1438.000000,81538.000000,82976.000000,0.000000,70656.000000,2138.000000,0.000000,2138.000000
2,7F3D083897EB,5,0,0,5,534.000000,1866.000000,2400.000000,0.000000,2400.000000,424.000000,0.000000,424.000000
2,4D07CA,7,0,0,7,14.000000,210.000000,224.000000,0.000000,224.000000,94.000000,0.000000,94.000000
2,4D0828,7,0,0,7,186.000000,262.000000,448.000000,0.000000,448.000000,270.000000,0.000000,270.000000
2,4CAE55,18,0,0,18,468.000000,684.000000,1152.000000,0.000000,1152.000000,696.000000,0.000000,696.000000
2,4CD982,26,0,0,26,22.000000,810.000000,832.000000,0.000000,832.000000,288.000000,0.000000,288.000000
2,4CE972,3,0,0,3,28.000000,68.000000,96.000000,0.000000,96.000000,60.000000,0.000000,60.000000
2,4CD9D8,25,0,0,25,624.000000,976.000000,1600.000000,0.000000,1600.000000,964.000000,0.000000,964.000000
2,495385,999,0,0,999,33135.000000,154609.000000,187744.000000,0.000000,177376.000000,40593.000000,0.000000,40593.000000
2,4CF16C,12,0,0,12,24.000000,360.000000,384.000000,0.000000,384.000000,150.000000,0.000000,150.000000
2,7F3D0882F454,46,0,0,46,3365.000000,1691.000000,5056.000000,0.000000,5056.000000,2998.000000,0.000000,2998.000000
2,7F3D08388D7C,5,0,0,5,20480.000000,0.000000,20480.000000,0.000000,20480.000000,6873.000000,0.000000,6873.000000
2,4CAB3D,1,0,0,1,16.000000,48.000000,64.000000,0.000000,64.000000,31.000000,0.000000,31.000000
2,4CE9C8,9,0,0,9,180.000000,396.000000,576.000000,0.000000,576.000000,311.000000,0.000000,311.000000
2,4CAB57,1,0,0,1,17.000000,15.000000,32.000000,0.000000,32.000000,29.000000,0.000000,29.000000
2,4D0922,30,0,0,30,62.000000,898.000000,960.000000,0.000000,960.000000,391.000000,0.000000,391.000000
2,4D053A,6,0,0,6,76.000000,116.000000,192.000000,0.000000,192.000000,138.000000,0.000000,138.000000
2,4CEDDF,1,0,0,1,22.000000,10.000000,32.000000,0.000000,32.000000,32.000000,0.000000,32.000000
2,4CF1CF,6,0,0,6,157.000000,227.000000,384.000000,0.000000,384.000000,232.000000,0.000000,232.000000
2,4D0D41,5,12,1,4,54.000000,65706.000000,65760.000000,224.000000,16384.000000,163.000000,59.000000,104.000000
2,4D0978,31,0,0,31,820.000000,1164.000000,1984.000000,0.000000,1984.000000,1191.000000,0.000000,1191.000000
2,4D01A8,1,0,0,1,17.000000,15.000000,32.000000,0.000000,32.000000,32.000000,0.000000,32.000000
2,49582A,379,0,0,379,8643.000000,12733.000000,21376.000000,0.000000,21376.000000,13841.000000,0.000000,13841.000000
2,4D0599,6,0,0,6,153.000000,231.000000,384.000000,0.000000,384.000000,232.000000,0.000000,232.000000
2,4CC79B,3,0,0,3,35.000000,61.000000,96.000000,0.000000,96.000000,78.000000,0.000000,78.000000
2,4CEEB8,7,0,0,7,180.000000,268.000000,448.000000,0.000000,448.000000,261.000000,0.000000,261.000000
2,495525,1,0,0,1,15.000000,49.000000,64.000000,0.000000,64.000000,32.000000,0.000000,32.000000
2,7F3D088518E1,1,0,1,0,94.000000,2.000000,96.000000,96.000000,0.000000,93.000000,93.000000,0.000000
3,4CC464,1,0,0,1,128.000000,64.000000,192.000000,0.000000,192.000000,135.000000,0.000000,135.000000
3,4CBCB5,2,0,0,2,12.000000,52.000000,64.000000,0.000000,64.000000,36.000000,0.000000,36.000000
3,7F3D0882F2A4,3,2,0,3,57.000000,8231.000000,8288.000000,0.000000,96.000000,88.000000,0.000000,88.000000
3,7F3D0882EADC,36,4,0,36,3231.000000,144993.000000,148224.000000,0.000000,135904.000000,4363.000000,0.000000,4363.000000
3,7F3D083897EB,3,0,0,3,383.000000,1057.000000,1440.000000,0.000000,1440.000000,282.000000,0.000000,282.000000
3,4D07CA,7,0,0,7,14.000000,210.000000,224.000000,0.000000,224.000000,94.000000,0.000000,94.000000
3,4D0828,7,0,0,7,186.000000,262.000000,448.000000,0.000000,448.000000,270.000000,0.000000,270.000000
3,4CAE55,18,0,0,18,468.000000,684.000000,1152.000000,0.000000,1152.000000,696.000000,0.000000,696.000000
3,4CD982,26,0,0,26,22.000000,810.000000,832.000000,0.000000,832.000000,288.000000,0.000000,288.000000
3,4CE972,3,0,0,3,28.000000,68.000000,96.000000,0.000000,96.000000,60.000000,0.000000,60.000000
3,4CD9D8,25,0,0,25,624.000000,976.000000,1600.000000,0.000000,1600.000000,964.000000,0.000000,964.000000
3,495385,1000,4,0,1000,34026.000000,148022.000000,182048.000000,0.000000,171680.000000,40971.000000,0.000000,40971.000000
3,4CF16C,12,0,0,12,24.000000,360.000000,384.000000,0.000000,384.000000,150.000000,0.000000,150.000000
3,7F3D0882F454,41,0,0,41,1710.000000,1490.000000,3200.000000,0.000000,3200.000000,1924.000000,0.000000,1924.000000
3,7F3D08388D7C,3,0,0,3,12288.000000,0.000000,12288.000000,0.000000,12288.000000,3967.000000,0.000000,3967.000000
3,4CAB3D,1,0,0,1,16.000000,48.000000,64.000000,0.000000,64.000000,31.000000,0.000000,31.000000
3,4CE9C8,9,0,0,9,180.000000,396.000000,576.000000,0.000000,576.000000,311.000000,0.000000,311.000000
3,4CAB57,1,0,0,1,15.000000,17.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
3,4D0922,30,0,0,30,62.000000,898.000000,960.000000,0.000000,960.000000,391.000000,0.000000,391.000000
3,4D053A,6,0,0,6,76.000000,116.000000,192.000000,0.000000,192.000000,138.000000,0.000000,138.000000
3,4CEDDF,1,0,0,1,22.000000,10.000000,32.000000,0.000000,32.000000,32.000000,0.000000,32.000000
3,4CF1CF,6,0,0,6,157.000000,227.000000,384.000000,0.000000,384.000000,232.000000,0.000000,232.000000
3,4D0D41,9,8,1,8,86.000000,65674.000000,65760.000000,224.000000,32768.000000,300.000000,60.000000,240.000000
3,49542F,1,0,0,1,23.000000,105.000000,128.000000,0.000000,128.000000,38.000000,0.000000,38.000000
3,4D0978,31,0,0,31,820.000000,1164.000000,1984.000000,0.000000,1984.000000,1191.000000,0.000000,1191.000000
3,4D01A8,1,0,0,1,17.000000,15.000000,32.000000,0.000000,32.000000,32.000000,0.000000,32.000000
3,49582A,999,0,0,999,20159.000000,30913.000000,51072.000000,0.000000,51072.000000,33453.000000,0.000000,33453.000000
3,4D0599,6,0,0,6,153.000000,231.000000,384.000000,0.000000,384.000000,232.000000,0.000000,232.000000
3,4CC79B,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,21.000000,0.000000,21.000000
3,4CEEB8,7,0,0,7,180.000000,268.000000,448.000000,0.000000,448.000000,261.000000,0.000000,261.000000
3,495525,1,0,0,1,39.000000,57.000000,96.000000,0.000000,96.000000,57.000000,0.000000,57.000000
3,7F3D088518E1,1,0,1,0,94.000000,2.000000,96.000000,96.000000,0.000000,93.000000,93.000000,0.000000
4,4CC464,1,0,0,1,128.000000,64.000000,192.000000,0.000000,192.000000,135.000000,0.000000,135.000000
4,4CBCB5,2,0,0,2,12.000000,52.000000,64.000000,0.000000,64.000000,36.000000,0.000000,36.000000
4,4955BC,4,0,0,4,64.000000,64.000000,128.000000,0.000000,128.000000,100.000000,0.000000,100.000000
4,7F3D0882F2A4,3,2,0,3,56.000000,8232.000000,8288.000000,0.000000,96.000000,88.000000,0.000000,88.000000
4,7F3D0882EADC,42,4,0,42,3355.000000,161317.000000,164672.000000,0.000000,152352.000000,4608.000000,0.000000,4608.000000
4,7F3D083897EB,3,0,0,3,383.000000,1057.000000,1440.000000,0.000000,1440.000000,279.000000,0.000000,279.000000
4,4D07CA,7,0,0,7,14.000000,210.000000,224.000000,0.000000,224.000000,94.000000,0.000000,94.000000
4,4D0828,7,0,0,7,186.000000,262.000000,448.000000,0.000000,448.000000,270.000000,0.000000,270.000000
4,4CAE55,18,0,0,18,468.000000,684.000000,1152.000000,0.000000,1152.000000,696.000000,0.000000,696.000000
4,4CD982,26,0,0,26,22.000000,810.000000,832.000000,0.000000,832.000000,288.000000,0.000000,288.000000
4,4CE972,3,0,0,3,28.000000,68.000000,96.000000,0.000000,96.000000,60.000000,0.000000,60.000000
4,4CD9D8,25,0,0,25,624.000000,976.000000,1600.000000,0.000000,1600.000000,964.000000,0.000000,964.000000
4,495385,1000,4,0,1000,34350.000000,145650.000000,180000.000000,0.000000,169632.000000,40994.000000,0.000000,40994.000000
4,4CF16C,12,0,0,12,24.000000,360.000000,384.000000,0.000000,384.000000,150.000000,0.000000,150.000000
4,7F3D0882F454,41,0,0,41,1709.000000,1491.000000,3200.000000,0.000000,3200.000000,1696.000000,0.000000,1696.000000
4,7F3D08388D7C,3,0,0,3,12288.000000,0.000000,12288.000000,0.000000,12288.000000,3162.000000,0.000000,3162.000000
4,4CAB3D,1,0,0,1,16.000000,48.000000,64.000000,0.000000,64.000000,31.000000,0.000000,31.000000
4,4CE9C8,9,0,0,9,180.000000,396.000000,576.000000,0.000000,576.000000,311.000000,0.000000,311.000000
4,4CAB57,1,0,0,1,17.000000,15.000000,32.000000,0.000000,32.000000,25.000000,0.000000,25.000000
4,4D0922,30,0,0,30,62.000000,898.000000,960.000000,0.000000,960.000000,391.000000,0.000000,391.000000
4,4D053A,6,0,0,6,76.000000,116.000000,192.000000,0.000000,192.000000,138.000000,0.000000,138.000000
4,4CEDDF,1,0,0,1,22.000000,10.000000,32.000000,0.000000,32.000000,32.000000,0.000000,32.000000
4,4CF1CF,6,0,0,6,157.000000,227.000000,384.000000,0.000000,384.000000,232.000000,0.000000,232.000000
4,4D0D41,9,8,1,8,87.000000,65673.000000,65760.000000,224.000000,32768.000000,302.000000,60.000000,242.000000
4,49542F,193,0,0,193,4098.000000,522366.000000,526464.000000,0.000000,526464.000000,8206.000000,0.000000,8206.000000
4,4D0978,31,0,0,31,820.000000,1164.000000,1984.000000,0.000000,1984.000000,1191.000000,0.000000,1191.000000
4,4D01A8,1,0,0,1,17.000000,15.000000,32.000000,0.000000,32.000000,32.000000,0.000000,32.000000
4,49582A,999,0,0,999,20162.000000,30910.000000,51072.000000,0.000000,51072.000000,33453.000000,0.000000,33453.000000
4,4D0599,6,0,0,6,153.000000,231.000000,384.000000,0.000000,384.000000,232.000000,0.000000,232.000000
4,4CC79B,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,21.000000,0.000000,21.000000
4,4CEEB8,7,0,0,7,180.000000,268.000000,448.000000,0.000000,448.000000,261.000000,0.000000,261.000000
4,495525,2,0,0,2,73.000000,87.000000,160.000000,0.000000,160.000000,92.000000,0.000000,92.000000
4,7F3D088518E1,1,0,1,0,94.000000,2.000000,96.000000,96.000000,0.000000,93.000000,93.000000,0.000000
5,4CBCB5,2,0,0,2,12.000000,52.000000,64.000000,0.000000,64.000000,36.000000,0.000000,36.000000
5,4955BC,4,0,0,4,64.000000,64.000000,128.000000,0.000000,128.000000,100.000000,0.000000,100.000000
5,7F3D0882F2A4,3,1,0,3,71.000000,8185.000000,8256.000000,0.000000,4160.000000,122.000000,0.000000,122.000000
5,7F3D0882EADC,47,2,0,47,3584.000000,169312.000000,172896.000000,0.000000,168768.000000,4858.000000,0.000000,4858.000000
5,7F3D083897EB,2,0,0,2,304.000000,656.000000,960.000000,0.000000,960.000000,213.000000,0.000000,213.000000
5,4D07CA,7,0,0,7,14.000000,210.000000,224.000000,0.000000,224.000000,94.000000,0.000000,94.000000
5,4D0828,7,0,0,7,186.000000,262.000000,448.000000,0.000000,448.000000,270.000000,0.000000,270.000000
5,4CAE55,18,0,0,18,468.000000,684.000000,1152.000000,0.000000,1152.000000,696.000000,0.000000,696.000000
5,4CD982,26,0,0,26,22.000000,810.000000,832.000000,0.000000,832.000000,288.000000,0.000000,288.000000
5,4CE972,3,0,0,3,28.000000,68.000000,96.000000,0.000000,96.000000,60.000000,0.000000,60.000000
5,4CD9D8,25,0,0,25,624.000000,976.000000,1600.000000,0.000000,1600.000000,964.000000,0.000000,964.000000
5,495385,1000,4,0,1000,34467.000000,145533.000000,180000.000000,0.000000,169632.000000,41070.000000,0.000000,41070.000000
5,4CF16C,12,0,0,12,24.000000,360.000000,384.000000,0.000000,384.000000,150.000000,0.000000,150.000000
5,7F3D0882F454,39,0,0,39,1149.000000,1411.000000,2560.000000,0.000000,2560.000000,1450.000000,0.000000,1450.000000
5,7F3D08388D7C,2,0,0,2,8192.000000,0.000000,8192.000000,0.000000,8192.000000,1898.000000,0.000000,1898.000000
5,4CAB3D,1,0,0,1,16.000000,48.000000,64.000000,0.000000,64.000000,31.000000,0.000000,31.000000
5,4CE9C8,9,0,0,9,180.000000,396.000000,576.000000,0.000000,576.000000,311.000000,0.000000,311.000000
5,4CAB57,1,0,0,1,4.000000,28.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
5,4D0922,30,0,0,30,62.000000,898.000000,960.000000,0.000000,960.000000,391.000000,0.000000,391.000000
5,4D053A,6,0,0,6,76.000000,116.000000,192.000000,0.000000,192.000000,138.000000,0.000000,138.000000
5,4CEDDF,1,0,0,1,22.000000,10.000000,32.000000,0.000000,32.000000,32.000000,0.000000,32.000000
5,4CF1CF,6,0,0,6,157.000000,227.000000,384.000000,0.000000,384.000000,232.000000,0.000000,232.000000
5,4D0D41,11,6,1,10,87.000000,65673.000000,65760.000000,224.000000,40960.000000,355.000000,59.000000,296.000000
5,49542F,322,0,0,322,9902.000000,870194.000000,880096.000000,0.000000,880096.000000,14845.000000,0.000000,14845.000000
5,4D0978,31,0,0,31,820.000000,1164.000000,1984.000000,0.000000,1984.000000,1191.000000,0.000000,1191.000000
5,4D01A8,1,0,0,1,17.000000,15.000000,32.000000,0.000000,32.000000,32.000000,0.000000,32.000000
5,49582A,999,0,0,999,20165.000000,30907.000000,51072.000000,0.000000,51072.000000,33454.000000,0.000000,33454.000000
5,4D0599,6,0,0,6,153.000000,231.000000,384.000000,0.000000,384.000000,232.000000,0.000000,232.000000
5,4CEEB8,7,0,0,7,180.000000,268.000000,448.000000,0.000000,448.000000,261.000000,0.000000,261.000000
5,495525,2,0,0,2,73.000000,87.000000,160.000000,0.000000,160.000000,92.000000,0.000000,92.000000
5,7F3D088518E1,1,0,1,0,94.000000,2.000000,96.000000,96.000000,0.000000,93.000000,93.000000,0.000000
6,4CBCB5,2,0,0,2,12.000000,52.000000,64.000000,0.000000,64.000000,36.000000,0.000000,36.000000
6,4955BC,4,0,0,4,64.000000,64.000000,128.000000,0.000000,128.000000,100.000000,0.000000,100.000000
6,7F3D0882F2A4,3,1,0,3,71.000000,8185.000000,8256.000000,0.000000,4160.000000,122.000000,0.000000,122.000000
6,7F3D0882EADC,49,2,0,49,3694.000000,169682.000000,173376.000000,0.000000,169248.000000,4985.000000,0.000000,4985.000000
6,7F3D083897EB,2,0,0,2,304.000000,656.000000,960.000000,0.000000,960.000000,210.000000,0.000000,210.000000
6,4D07CA,7,0,0,7,14.000000,210.000000,224.000000,0.000000,224.000000,94.000000,0.000000,94.000000
6,4D0828,7,0,0,7,186.000000,262.000000,448.000000,0.000000,448.000000,270.000000,0.000000,270.000000
6,4CAE55,18,0,0,18,468.000000,684.000000,1152.000000,0.000000,1152.000000,696.000000,0.000000,696.000000
6,4CD982,26,0,0,26,22.000000,810.000000,832.000000,0.000000,832.000000,288.000000,0.000000,288.000000
6,4CE972,3,0,0,3,28.000000,68.000000,96.000000,0.000000,96.000000,60.000000,0.000000,60.000000
6,4CD9D8,25,0,0,25,624.000000,976.000000,1600.000000,0.000000,1600.000000,964.000000,0.000000,964.000000
6,495385,1000,4,0,1000,34468.000000,145532.000000,180000.000000,0.000000,169632.000000,41073.000000,0.000000,41073.000000
6,4CF16C,12,0,0,12,24.000000,360.000000,384.000000,0.000000,384.000000,150.000000,0.000000,150.000000
6,7F3D0882F454,39,0,0,39,1149.000000,1411.000000,2560.000000,0.000000,2560.000000,1457.000000,0.000000,1457.000000
6,7F3D08388D7C,2,0,0,2,8192.000000,0.000000,8192.000000,0.000000,8192.000000,1898.000000,0.000000,1898.000000
6,4CAB3D,1,0,0,1,16.000000,48.000000,64.000000,0.000000,64.000000,31.000000,0.000000,31.000000
6,4CE9C8,9,0,0,9,180.000000,396.000000,576.000000,0.000000,576.000000,311.000000,0.000000,311.000000
6,4CAB57,1,0,0,1,4.000000,28.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
6,4D0922,30,0,0,30,62.000000,898.000000,960.000000,0.000000,960.000000,391.000000,0.000000,391.000000
6,4D053A,6,0,0,6,76.000000,116.000000,192.000000,0.000000,192.000000,138.000000,0.000000,138.000000
6,4CEDDF,1,0,0,1,22.000000,10.000000,32.000000,0.000000,32.000000,32.000000,0.000000,32.000000
6,4CF1CF,6,0,0,6,157.000000,227.000000,384.000000,0.000000,384.000000,232.000000,0.000000,232.000000
6,4D0D41,11,6,1,10,86.000000,65674.000000,65760.000000,224.000000,40960.000000,358.000000,62.000000,296.000000
6,49542F,322,0,0,322,9902.000000,870194.000000,880096.000000,0.000000,880096.000000,14845.000000,0.000000,14845.000000
6,4D0978,31,0,0,31,820.000000,1164.000000,1984.000000,0.000000,1984.000000,1191.000000,0.000000,1191.000000
6,4D01A8,1,0,0,1,17.000000,15.000000,32.000000,0.000000,32.000000,32.000000,0.000000,32.000000
6,49582A,999,0,0,999,20165.000000,30907.000000,51072.000000,0.000000,51072.000000,33454.000000,0.000000,33454.000000
6,4D0599,6,0,0,6,153.000000,231.000000,384.000000,0.000000,384.000000,232.000000,0.000000,232.000000
6,4CEEB8,7,0,0,7,180.000000,268.000000,448.000000,0.000000,448.000000,261.000000,0.000000,261.000000
6,495525,2,0,0,2,73.000000,87.000000,160.000000,0.000000,160.000000,92.000000,0.000000,92.000000
6,7F3D088518E1,1,0,1,0,94.000000,2.000000,96.000000,96.000000,0.000000,93.000000,93.000000,0.000000
7,4CC464,1,0,0,1,113.000000,79.000000,192.000000,0.000000,192.000000,128.000000,0.000000,128.000000
7,4CBCB5,2,0,0,2,12.000000,52.000000,64.000000,0.000000,64.000000,36.000000,0.000000,36.000000
7,4955BC,4,0,0,4,64.000000,64.000000,128.000000,0.000000,128.000000,100.000000,0.000000,100.000000
7,7F3D0882F2A4,3,1,0,3,71.000000,8185.000000,8256.000000,0.000000,4160.000000,122.000000,0.000000,122.000000
7,7F3D0882EADC,50,2,0,50,3728.000000,169936.000000,173664.000000,0.000000,169536.000000,5030.000000,0.000000,5030.000000
7,7F3D083897EB,2,0,0,2,307.000000,653.000000,960.000000,0.000000,960.000000,213.000000,0.000000,213.000000
7,4D07CA,7,0,0,7,14.000000,210.000000,224.000000,0.000000,224.000000,94.000000,0.000000,94.000000
7,4D0828,7,0,0,7,186.000000,262.000000,448.000000,0.000000,448.000000,270.000000,0.000000,270.000000
7,4CAE55,18,0,0,18,468.000000,684.000000,1152.000000,0.000000,1152.000000,696.000000,0.000000,696.000000
7,4CD982,26,0,0,26,22.000000,810.000000,832.000000,0.000000,832.000000,288.000000,0.000000,288.000000
7,4CE972,3,0,0,3,28.000000,68.000000,96.000000,0.000000,96.000000,60.000000,0.000000,60.000000
7,4CD9D8,25,0,0,25,624.000000,976.000000,1600.000000,0.000000,1600.000000,964.000000,0.000000,964.000000
7,495385,1000,4,0,1000,34464.000000,145536.000000,180000.000000,0.000000,169632.000000,41073.000000,0.000000,41073.000000
7,4CF16C,12,0,0,12,24.000000,360.000000,384.000000,0.000000,384.000000,150.000000,0.000000,150.000000
7,7F3D0882F454,39,0,0,39,1152.000000,1408.000000,2560.000000,0.000000,2560.000000,1494.000000,0.000000,1494.000000
7,7F3D08388D7C,2,0,0,2,8192.000000,0.000000,8192.000000,0.000000,8192.000000,2074.000000,0.000000,2074.000000
7,4CAB3D,1,0,0,1,16.000000,48.000000,64.000000,0.000000,64.000000,31.000000,0.000000,31.000000
7,4CE9C8,9,0,0,9,180.000000,396.000000,576.000000,0.000000,576.000000,311.000000,0.000000,311.000000
7,4CAB57,1,0,0,1,17.000000,15.000000,32.000000,0.000000,32.000000,25.000000,0.000000,25.000000
7,4D0922,30,0,0,30,62.000000,898.000000,960.000000,0.000000,960.000000,391.000000,0.000000,391.000000
7,4D053A,6,0,0,6,76.000000,116.000000,192.000000,0.000000,192.000000,138.000000,0.000000,138.000000
7,4CEDDF,1,0,0,1,22.000000,10.000000,32.000000,0.000000,32.000000,32.000000,0.000000,32.000000
7,4CF1CF,6,0,0,6,157.000000,227.000000,384.000000,0.000000,384.000000,232.000000,0.000000,232.000000
7,4D0D41,11,6,1,10,88.000000,65672.000000,65760.000000,224.000000,40960.000000,358.000000,62.000000,296.000000
7,49542F,329,0,0,329,10011.000000,886629.000000,896640.000000,0.000000,896640.000000,15093.000000,0.000000,15093.000000
7,4D0978,31,0,0,31,820.000000,1164.000000,1984.000000,0.000000,1984.000000,1191.000000,0.000000,1191.000000
7,4D01A8,1,0,0,1,17.000000,15.000000,32.000000,0.000000,32.000000,32.000000,0.000000,32.000000
7,49582A,999,0,0,999,20165.000000,30907.000000,51072.000000,0.000000,51072.000000,33454.000000,0.000000,33454.000000
7,4D0599,6,0,0,6,153.000000,231.000000,384.000000,0.000000,384.000000,232.000000,0.000000,232.000000
7,4CC79B,1,0,0,1,6.000000,26.000000,32.000000,0.000000,32.000000,22.000000,0.000000,22.000000
7,4CEEB8,7,0,0,7,180.000000,268.000000,448.000000,0.000000,448.000000,261.000000,0.000000,261.000000
7,495525,2,0,0,2,73.000000,87.000000,160.000000,0.000000,160.000000,92.000000,0.000000,92.000000
7,7F3D088518E1,1,0,1,0,94.000000,2.000000,96.000000,96.000000,0.000000,93.000000,93.000000,0.000000
8,4CC464,1,0,0,1,113.000000,79.000000,192.000000,0.000000,192.000000,128.000000,0.000000,128.000000
8,4CBCB5,2,0,0,2,12.000000,52.000000,64.000000,0.000000,64.000000,36.000000,0.000000,36.000000
8,4955BC,4,0,0,4,64.000000,64.000000,128.000000,0.000000,128.000000,100.000000,0.000000,100.000000
8,7F3D0882F2A4,3,1,0,3,71.000000,8185.000000,8256.000000,0.000000,4160.000000,122.000000,0.000000,122.000000
8,7F3D0882EADC,50,2,0,50,3684.000000,170012.000000,173696.000000,0.000000,169568.000000,5075.000000,0.000000,5075.000000
8,7F3D083897EB,2,0,0,2,307.000000,653.000000,960.000000,0.000000,960.000000,213.000000,0.000000,213.000000
8,4D07CA,7,0,0,7,14.000000,210.000000,224.000000,0.000000,224.000000,94.000000,0.000000,94.000000
8,4D0828,7,0,0,7,186.000000,262.000000,448.000000,0.000000,448.000000,270.000000,0.000000,270.000000
8,4CAE55,18,0,0,18,468.000000,684.000000,1152.000000,0.000000,1152.000000,696.000000,0.000000,696.000000
8,4CD982,26,0,0,26,22.000000,810.000000,832.000000,0.000000,832.000000,288.000000,0.000000,288.000000
8,4CE972,3,0,0,3,28.000000,68.000000,96.000000,0.000000,96.000000,60.000000,0.000000,60.000000
8,4CD9D8,25,0,0,25,624.000000,976.000000,1600.000000,0.000000,1600.000000,964.000000,0.000000,964.000000
