Interval #,Allocation Site,Resident Pages,Zero Pages,Dirty Pages,Clean Pages,Non-Zero Byte Count,Zero Byte Count,Total Uncompressed Resident Size,Total Uncompressed Dirty Size,Total Uncompressed Clean Size,Total Compressed Resident Size,Total Compressed Dirty Size,Total Compressed Clean Size
66,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
66,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
66,402D7A,1,0,0,1,0.000000,32.000000,32.000000,0.000000,32.000000,11.000000,0.000000,11.000000
66,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
66,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
67,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
67,402E7F,256,0,1,255,780914.000000,267662.000000,31820712.000000,4096.000000,1044480.000000,209449.000000,823.000000,208626.000000
67,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
67,7FAD6C443ADC,1025,0,257,768,1374233.000000,2824167.000000,604641496.000000,1052672.000000,3145728.000000,591999.000000,247035.000000,344964.000000
67,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
67,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
67,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,13.000000,0.000000,13.000000
67,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
67,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
68,40321C,998,0,0,998,11806.000000,20130.000000,31936.000000,0.000000,31936.000000,23945.000000,0.000000,23945.000000
68,402E7F,256,0,1,255,780914.000000,267662.000000,31820712.000000,4096.000000,1044480.000000,209449.000000,823.000000,208626.000000
68,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
68,7FAD6C443ADC,1025,0,257,768,1374244.000000,2824156.000000,604641496.000000,1052672.000000,3145728.000000,590119.000000,247035.000000,343084.000000
68,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,66.000000,66.000000,0.000000
68,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
68,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,13.000000,0.000000,13.000000
68,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
68,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
69,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
69,402E7F,256,0,1,255,780914.000000,267662.000000,31820256.000000,4096.000000,1044480.000000,209578.000000,831.000000,208747.000000
69,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
69,7FAD6C443ADC,1025,0,257,768,1444258.000000,2754142.000000,604641496.000000,1052672.000000,3145728.000000,745837.000000,244740.000000,501097.000000
69,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
69,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
69,402D7A,1,0,0,1,0.000000,32.000000,32.000000,0.000000,32.000000,11.000000,0.000000,11.000000
69,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
69,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
70,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
70,402E7F,256,0,1,255,780914.000000,267662.000000,31820256.000000,4096.000000,1044480.000000,209578.000000,831.000000,208747.000000
70,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
70,7FAD6C443ADC,1025,0,257,768,1362371.000000,2836029.000000,604641496.000000,1052672.000000,3145728.000000,591228.000000,244740.000000,346488.000000
70,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
70,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
70,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,13.000000,0.000000,13.000000
70,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
70,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
71,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
71,402E7F,256,0,1,255,780914.000000,267662.000000,31820256.000000,4096.000000,1044480.000000,209578.000000,831.000000,208747.000000
71,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
71,7FAD6C443ADC,1025,0,257,768,1371217.000000,2827183.000000,604641496.000000,1052672.000000,3145728.000000,577190.000000,244740.000000,332450.000000
71,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
71,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
71,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,13.000000,0.000000,13.000000
71,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
71,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
72,40321C,998,0,0,998,11806.000000,20130.000000,31936.000000,0.000000,31936.000000,23945.000000,0.000000,23945.000000
72,402E7F,256,0,1,255,780914.000000,267662.000000,31820256.000000,4096.000000,1044480.000000,209578.000000,831.000000,208747.000000
72,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
72,7FAD6C443ADC,1025,0,257,768,1373789.000000,2824611.000000,604641496.000000,1052672.000000,3145728.000000,577523.000000,244740.000000,332783.000000
72,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
72,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
72,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
72,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
72,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
73,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
73,402E7F,256,0,1,255,780914.000000,267662.000000,31811952.000000,4096.000000,1044480.000000,209683.000000,811.000000,208872.000000
73,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
73,7FAD6C443ADC,1025,0,257,768,1444718.000000,2753682.000000,604641496.000000,1052672.000000,3145728.000000,739634.000000,243838.000000,495796.000000
73,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,66.000000,66.000000,0.000000
73,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,13.000000,0.000000,13.000000
73,402D7A,1,0,0,1,0.000000,32.000000,32.000000,0.000000,32.000000,11.000000,0.000000,11.000000
73,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
73,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
74,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
74,402E7F,256,0,1,255,780914.000000,267662.000000,31811952.000000,4096.000000,1044480.000000,209683.000000,811.000000,208872.000000
74,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
74,7FAD6C443ADC,1025,0,257,768,1360587.000000,2837813.000000,604641496.000000,1052672.000000,3145728.000000,593037.000000,243838.000000,349199.000000
74,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,66.000000,66.000000,0.000000
74,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
74,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
74,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
74,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
75,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
75,402E7F,256,0,1,255,780914.000000,267662.000000,31811952.000000,4096.000000,1044480.000000,209683.000000,811.000000,208872.000000
75,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
75,7FAD6C443ADC,1025,0,257,768,1371851.000000,2826549.000000,604641496.000000,1052672.000000,3145728.000000,587457.000000,243838.000000,343619.000000
75,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
75,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
75,402D7A,1,0,0,1,2.000000,30.000000,32.000000,0.000000,32.000000,12.000000,0.000000,12.000000
75,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
75,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
76,40321C,998,0,0,998,11806.000000,20130.000000,31936.000000,0.000000,31936.000000,23945.000000,0.000000,23945.000000
76,402E7F,256,0,1,255,780914.000000,267662.000000,31811952.000000,4096.000000,1044480.000000,209683.000000,811.000000,208872.000000
76,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
76,7FAD6C443ADC,1025,0,257,768,1371954.000000,2826446.000000,604641496.000000,1052672.000000,3145728.000000,589427.000000,243838.000000,345589.000000
76,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
76,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
76,402D7A,1,0,0,1,2.000000,30.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
76,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
76,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
77,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
77,402E7F,256,0,1,255,780914.000000,267662.000000,31813904.000000,4096.000000,1044480.000000,209243.000000,821.000000,208422.000000
77,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
77,7FAD6C443ADC,1025,0,257,768,1444492.000000,2753908.000000,604641496.000000,1052672.000000,3145728.000000,738979.000000,242431.000000,496548.000000
77,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
77,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,13.000000,0.000000,13.000000
77,402D7A,1,0,0,1,0.000000,32.000000,32.000000,0.000000,32.000000,11.000000,0.000000,11.000000
77,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
77,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
78,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
78,402E7F,256,0,1,255,780914.000000,267662.000000,31813904.000000,4096.000000,1044480.000000,209243.000000,821.000000,208422.000000
78,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
78,7FAD6C443ADC,1025,0,257,768,1535167.000000,2663233.000000,604641496.000000,1052672.000000,3145728.000000,594949.000000,242431.000000,352518.000000
78,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
78,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
78,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
78,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
78,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
79,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
79,402E7F,256,0,1,255,780914.000000,267662.000000,31813904.000000,4096.000000,1044480.000000,209243.000000,821.000000,208422.000000
79,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
79,7FAD6C443ADC,1025,0,257,768,1547583.000000,2650817.000000,604641496.000000,1052672.000000,3145728.000000,586532.000000,242431.000000,344101.000000
79,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
79,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
79,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,13.000000,0.000000,13.000000
79,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
79,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
80,40321C,998,0,0,998,11806.000000,20130.000000,31936.000000,0.000000,31936.000000,23945.000000,0.000000,23945.000000
80,402E7F,256,0,1,255,780914.000000,267662.000000,31813904.000000,4096.000000,1044480.000000,209243.000000,821.000000,208422.000000
80,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
80,7FAD6C443ADC,1025,0,257,768,1548103.000000,2650297.000000,604641496.000000,1052672.000000,3145728.000000,585167.000000,242431.000000,342736.000000
80,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
80,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
80,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
80,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
80,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
81,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
81,402E7F,256,0,1,255,780914.000000,267662.000000,31812592.000000,4096.000000,1044480.000000,208693.000000,830.000000,207863.000000
81,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
81,7FAD6C443ADC,1025,0,257,768,1444484.000000,2753916.000000,604641496.000000,1052672.000000,3145728.000000,736428.000000,241421.000000,495007.000000
81,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,66.000000,66.000000,0.000000
81,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
81,402D7A,1,0,0,1,0.000000,32.000000,32.000000,0.000000,32.000000,11.000000,0.000000,11.000000
81,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
81,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
82,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
82,402E7F,256,0,1,255,780914.000000,267662.000000,31812592.000000,4096.000000,1044480.000000,208693.000000,830.000000,207863.000000
82,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
82,7FAD6C443ADC,1025,0,257,768,1535985.000000,2662415.000000,604641496.000000,1052672.000000,3145728.000000,596612.000000,241421.000000,355191.000000
82,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
82,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
82,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
82,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
82,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
83,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
83,402E7F,256,0,1,255,780914.000000,267662.000000,31812592.000000,4096.000000,1044480.000000,208693.000000,830.000000,207863.000000
83,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
83,7FAD6C443ADC,1025,0,257,768,1548583.000000,2649817.000000,604641496.000000,1052672.000000,3145728.000000,572192.000000,241421.000000,330771.000000
83,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
83,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
83,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,13.000000,0.000000,13.000000
83,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
83,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
84,40321C,998,0,0,998,11806.000000,20130.000000,31936.000000,0.000000,31936.000000,23945.000000,0.000000,23945.000000
84,402E7F,256,0,1,255,780914.000000,267662.000000,31812592.000000,4096.000000,1044480.000000,208693.000000,830.000000,207863.000000
84,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
84,7FAD6C443ADC,1025,0,257,768,1548658.000000,2649742.000000,604641496.000000,1052672.000000,3145728.000000,572138.000000,241421.000000,330717.000000
84,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
84,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
84,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,13.000000,0.000000,13.000000
84,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
84,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
85,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
85,7FAD6C443ADC,1025,0,257,768,1429279.000000,2769121.000000,604641496.000000,1052672.000000,3145728.000000,809040.000000,270266.000000,538774.000000
85,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
85,405449,1,0,0,1,0.000000,32.000000,32.000000,0.000000,32.000000,11.000000,0.000000,11.000000
85,40545F,1,0,0,1,0.000000,32.000000,32.000000,0.000000,32.000000,11.000000,0.000000,11.000000
85,405475,30,0,1,29,60446.000000,75906.000000,136352.000000,4096.000000,118784.000000,23892.000000,801.000000,23091.000000
86,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
86,402E7F,256,0,1,255,780914.000000,267662.000000,31802928.000000,4096.000000,1044480.000000,209254.000000,831.000000,208423.000000
86,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
86,7FAD6C443ADC,1025,0,257,768,1443116.000000,2755284.000000,604641496.000000,1052672.000000,3145728.000000,728968.000000,235555.000000,493413.000000
86,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,66.000000,66.000000,0.000000
86,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
86,402D7A,1,0,0,1,0.000000,32.000000,32.000000,0.000000,32.000000,11.000000,0.000000,11.000000
86,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
86,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
87,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
87,402E7F,256,0,1,255,780914.000000,267662.000000,31802928.000000,4096.000000,1044480.000000,209254.000000,831.000000,208423.000000
87,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
87,7FAD6C443ADC,1025,0,257,768,1371684.000000,2826716.000000,604641496.000000,1052672.000000,3145728.000000,580730.000000,235555.000000,345175.000000
87,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,66.000000,66.000000,0.000000
87,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
87,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
87,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
87,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
88,40321C,998,0,0,998,11806.000000,20130.000000,31936.000000,0.000000,31936.000000,23945.000000,0.000000,23945.000000
88,402E7F,256,0,1,255,780914.000000,267662.000000,31802928.000000,4096.000000,1044480.000000,209254.000000,831.000000,208423.000000
88,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
88,7FAD6C443ADC,1025,0,257,768,1372533.000000,2825867.000000,604641496.000000,1052672.000000,3145728.000000,564565.000000,235555.000000,329010.000000
88,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
88,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
88,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
88,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
88,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
89,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
89,402E7F,256,0,1,255,780914.000000,267662.000000,31805744.000000,4096.000000,1044480.000000,208926.000000,829.000000,208097.000000
89,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
89,7FAD6C443ADC,1025,0,257,768,1443553.000000,2754847.000000,604641496.000000,1052672.000000,3145728.000000,725837.000000,236511.000000,489326.000000
89,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
89,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
89,402D7A,1,0,0,1,0.000000,32.000000,32.000000,0.000000,32.000000,11.000000,0.000000,11.000000
89,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
89,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
90,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
90,402E7F,256,0,1,255,780914.000000,267662.000000,31805744.000000,4096.000000,1044480.000000,208926.000000,829.000000,208097.000000
90,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
90,7FAD6C443ADC,1025,0,257,768,1537985.000000,2660415.000000,604641496.000000,1052672.000000,3145728.000000,587734.000000,236511.000000,351223.000000
90,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,65.000000,65.000000,0.000000
90,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
90,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
90,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
90,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
91,40321C,999,0,0,999,11818.000000,20150.000000,31968.000000,0.000000,31968.000000,23969.000000,0.000000,23969.000000
91,402E7F,256,0,1,255,780914.000000,267662.000000,31805744.000000,4096.000000,1044480.000000,208926.000000,829.000000,208097.000000
91,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
91,7FAD6C443ADC,1025,0,257,768,1547722.000000,2650678.000000,604641496.000000,1052672.000000,3145728.000000,573007.000000,236511.000000,336496.000000
91,7FAD6C184D7C,1,0,1,0,39.000000,185.000000,224.000000,224.000000,0.000000,66.000000,66.000000,0.000000
91,402D6D,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
91,402D7A,1,0,0,1,3.000000,29.000000,32.000000,0.000000,32.000000,14.000000,0.000000,14.000000
91,402D87,1,0,0,1,5.000000,27.000000,32.000000,0.000000,32.000000,17.000000,0.000000,17.000000
91,402D94,1,0,0,1,10.000000,22.000000,32.000000,0.000000,32.000000,24.000000,0.000000,24.000000
92,40321C,730,0,0,730,8633.000000,14727.000000,23360.000000,0.000000,23360.000000,17513.000000,0.000000,17513.000000
92,402E7F,256,0,1,255,780914.000000,267662.000000,31805744.000000,4096.000000,1044480.000000,208926.000000,829.000000,208097.000000
92,7FAD6C4668E1,1,0,0,1,94.000000,2.000000,96.000000,0.000000,96.000000,93.000000,0.000000,93.000000
92,7FAD6C443ADC,1025,0,257,768,1547854.000000,2650546.000000,604641496.000000,1052672.000000,3145728.000000,566154.000000,236511.000000,329643.000000
